optimizer,dataset,seed,min_sse,params
pso,cmaes_3,5,1156586.31347442,"[0.20819356257478094, 0.3584511016508078, 0.4728521647278288, 0.41687277196753497, 0.24967932934713988, 0.007203237588194347, 0.004543074638420884, 0.005533583727510686, 0.001311591205027191, 0.008567242734746554, 5.431045637230639e-05, 259406.98207362345, 9.49882056203568e-06, 356367.36251089064, 879921.2738133555, 162154.88985263958, 8.199966066831979e-07, 2.6009456290975284e-06, 0.8626878547452108, 0.005020129123227027, 579857.1443190452]"
pso,dual_annealing_3,6,1448839.6327915,"[0.36031091748315947, 0.2911531370896729, 0.29397210770640203, 0.22037128074610532, 0.2657149738637777, 0.005704160944128427, 0.0069739215237954585, 0.006830708927015872, 0.0066391030240321326, 0.0060275680807043925, 7.212809317194875e-05, 141420.8886936024, 6.755943242684303e-06, 756699.833345278, 676145.8503199351, 437920.45998699067, 5.5642160028148654e-06, 2.932880010562056e-06, 1.057010070219917, 0.005151219740412875, 750792.3816116754]"
pso,dual_annealing_2,3,1763297.02239828,"[0.4766792438512241, 0.2718090901487314, 0.3140648356135647, 0.13423721144763517, 0.3394650260406289, 0.0015679071782954193, 0.0018287090951791634, 0.0033396208763070063, 0.002480605429637996, 0.0062351601714168104, 8.388153618349987e-05, 526347.7244656276, 2.9564038209506556e-06, 994368.6914061307, 745759.0064425517, 803215.3090630106, 2.637256124482114e-06, 9.880480128696897e-06, 0.7336192904522876, 0.007459383136141025, 619299.5560553924]"
cmaes,lshade_2,6,44776.3484506,"[0.021829799568285492, 0.2851154549606302, 0.0009657684431521082, 0.054243840341646254, 0.15984560173304715, 0.00010051791736577762, 0.009641846296112616, 0.006626447279580128, 0.0059627253974895746, 0.008548625892056549, 0.008483884688970392, 395018.7696350146, 9.306323606087096e-06, 226545.2124639749, 174404.80281916677, 238029.31632129804, 3.450859655723935e-06, 9.665153096124407e-06, 0.7956593378026436, 0.004822084464424165, 181213.87889042043]"
dual_annealing,pso_1,2,48768.46405493,"[0.45620862481987545, 0.280686104967507, 0.230169595172124, 0.04386011781892462, 0.1563857847161565, 0.0022779293089335625, 0.0018015210158545982, 0.006898607344706191, 0.007085502219857388, 0.01, 5e-05, 627112.7153525009, 8.511018472661064e-06, 629531.9799762454, 860774.7929532211, 978430.9631954636, 1e-05, 9.894187368317971e-06, 1.560822759125201, 0.006893025745343255, 953054.0067635045]"
lshade,basin_hopping_1,4,55436.1688169,"[0.19530183518134137, 0.25052534955542016, 0.0943352589185513, 0.005155972275019016, 0.15334400690077615, 0.007221972703519115, 0.007279678589101876, 0.005680483249512642, 0.005788676576826639, 0.005206142258248692, 0.0016788260269062455, 532430.8175890633, 4.938612901127981e-06, 768401.4610542845, 388937.25239240704, 607500.4266718896, 9.973183469421524e-06, 8.90642222048678e-06, 1.0751479034903095, 0.005751316517228541, 100.0]"
dual_annealing,basin_hopping_2,2,123968.8413828,"[0.012012487665559112, 0.17318830792770482, 0.4452485393326052, 0.017918821980574703, 0.07613118099535543, 0.0001, 0.0001, 0.01, 0.00012441359945761867, 0.0015188911735985406, 5e-05, 617961.5088693959, 1e-05, 978004.6387085658, 878801.907816637, 913018.8338020357, 1e-05, 1e-05, 0.9852584043077135, 0.0076594447208310264, 955419.4819361584]"
cmaes,cmaes_1,2,58090.88281521,"[0.0005035109176495103, 0.44277396801397917, 0.08815670903367806, 0.06804581983023836, 0.07760329477537932, 0.009820084595466903, 0.0001796846563307904, 0.0018200229213758748, 0.0017479491765502308, 0.000326946735994647, 0.006981977228626129, 331098.82606508164, 2.114631207157793e-06, 820914.3964790963, 100.78007850056498, 52523.017322355096, 9.980056828972415e-06, 9.955601404715713e-06, 2.581886851790885, 0.002011561287886312, 787740.6723539815]"
pso,dual_annealing_1,7,2547164.32251079,"[0.23551484540150927, 0.1377721891469353, 0.2370392982846448, 0.10457781109412223, 0.15902029003508072, 0.006107060859411976, 0.004541507037053172, 0.00045382724737854545, 0.008604967813339566, 0.00010213814362893849, 0.005560329422132608, 343311.92858272954, 8.292559091585963e-06, 308323.75175155647, 414474.5593267069, 83406.16553419014, 6.392824222119672e-06, 3.85276948151739e-06, 1.0180410590310993, 0.0007233306787107561, 448805.1159803171]"
lshade,pso_2,1,35436.14406089,"[0.21731427866824576, 0.21705077268131812, 0.32595779048087004, 0.2810337068541263, 0.23075298010375506, 0.008883677200552957, 0.006134230446337676, 0.003847742369136768, 0.009493278014497397, 0.007509829527546115, 5e-05, 705963.1576052204, 6.7130493677893085e-06, 551009.2898023856, 467113.0072326304, 757188.424220627, 6.618224952621091e-06, 7.325990574333943e-06, 0.5029150212698855, 0.00015802667370652494, 844238.1513567746]"
pso,dual_annealing_1,8,2113578.823875,"[0.057591335469790894, 0.23873161885533423, 0.10321831339530985, 0.11424571470356315, 0.3478802748886873, 0.005098058458568371, 0.009868983558594386, 0.004323209073220724, 0.005541469527269562, 0.005630947768328185, 6.438807299597444e-05, 369355.57542967855, 2.463110600120221e-06, 659840.9491626305, 547654.5147096047, 308769.6155072037, 6.75399283629246e-06, 5.890953069066487e-06, 0.5229382697134675, 0.006810069692344731, 396719.5613943328]"
cmaes,dual_annealing_3,1,33058.62166701,"[0.10401362758268677, 0.16469062780864885, 0.20849585244527313, 0.0020497718889434966, 0.042959748802694285, 0.00010021900419510441, 0.0006636202245537946, 0.006164207607473275, 0.006228165337682726, 0.0025463363651167244, 5.002565909010972e-05, 133221.16168639815, 3.4556068081254622e-06, 336798.95474126586, 867432.7406896439, 592893.6561426234, 9.539659404416562e-06, 2.6674537199156954e-06, 2.2511572645378184, 0.009582567240613871, 24901.13497135883]"
dual_annealing,cmaes_2,7,779300.49017377,"[0.028058220765316614, 0.05499366692609608, 0.13074636565293962, 0.06512489204563081, 0.01815491151195309, 0.0001, 0.009997997447229774, 0.01, 0.009997997716120328, 0.0001, 0.00990430922377922, 933247.9850580184, 1e-05, 193942.72950976883, 972969.5592567651, 38698.57205910172, 1e-05, 1e-08, 0.7244595612532697, 0.009998449700596473, 392989.02031170425]"
lshade,cmaes_1,4,117998.58901032,"[0.18147333545818817, 0.07794371180665297, 0.2662685727384676, 0.33925002083897876, 0.0005, 0.005008140169734449, 0.0023190774965887034, 0.0034163058143867027, 0.006316389761069552, 0.0028552496336351546, 0.004374116881894638, 317923.40542584844, 8.267465902861405e-06, 378636.6544618621, 912638.9250925601, 628855.766718021, 4.090299079414056e-06, 1e-08, 2.014513325553635, 0.0075435739366531635, 100.0]"
cmaes,dual_annealing_1,7,43490.78100618,"[0.0050829689167873025, 0.40501573719559836, 0.28065549642836113, 0.42337628110958286, 0.22507681391555845, 0.009914940723073333, 0.0006138765567718224, 0.0006436864561578018, 0.006949438079348298, 0.00010308863635894479, 0.003207932591771155, 21621.98425526732, 9.04590883089889e-06, 906840.2592236985, 100.27688095357328, 718339.3745327074, 6.350518725935355e-06, 2.3700499451185727e-06, 1.4714284959896322, 0.008116855140719727, 946478.6245162472]"
dual_annealing,lshade_2,6,1408401.95995232,"[0.0011217316613632814, 0.45342000312167513, 0.08552128915701168, 0.0783727080951073, 0.10327775420861145, 0.009993334672238265, 0.0001, 0.01, 0.0001846736427784888, 0.0001, 0.009999558339923184, 563396.1051581273, 1e-05, 484498.9055293621, 248191.7667765499, 254398.28602984906, 1e-05, 1e-05, 1.2565428280008748, 0.007210731463483776, 589102.6055904138]"
basin_hopping,dual_annealing_3,4,48873.7839189,"[0.493991110731879, 0.3180061795828011, 0.49956412186573973, 0.14215803649226658, 0.2480301742201746, 0.0018418385114639555, 0.006340710094304972, 0.003983588437951336, 0.009300599838454455, 0.008989087583992075, 5e-05, 101.5201397448762, 1e-05, 12405.014741812221, 12404.64566894118, 101.28794614726415, 1e-05, 9.860577888351914e-07, 1.8051933609187625, 0.006748334019758006, 12407.653446410013]"
pso,lshade_2,1,1603104.02268708,"[0.1287684176087252, 0.17042546062328606, 0.011577722334258411, 0.20096308208975694, 0.017241622391996947, 0.0010162123583195594, 0.0060080563108807815, 0.0007111340570444463, 0.0031253145795742195, 0.009147021235846828, 7.35925055450531e-05, 783913.1349463582, 5.971470085844534e-06, 860894.0813501835, 460356.3988145012, 908606.2380109162, 4.648174883373982e-06, 5.318468959878272e-06, 0.9301596357207373, 0.004926316041823507, 994076.0593836347]"
basin_hopping,dual_annealing_2,8,62088.85569692,"[0.022023856511465455, 0.0035788103572617974, 0.45449907626214425, 0.04807827705418193, 0.04812188175309396, 0.00010780413417207079, 0.009967657291547933, 0.01, 0.009368149509969276, 0.0028251581709441117, 0.009987235870572592, 901562.085066205, 1e-08, 741281.6188944678, 73723.05340674269, 802412.178271088, 1e-05, 1e-05, 0.9698784020828842, 0.009985495358462777, 331282.698058128]"
dual_annealing,basin_hopping_1,6,662281.08058441,"[0.07034324687355847, 0.2442167363756736, 0.49640638495560957, 0.01929879471170233, 0.06505737278933674, 0.0002349436639763793, 0.0001, 0.009994820016064115, 0.0001, 0.0001, 0.00028194175861538326, 508516.9526510071, 3.7501082671238435e-07, 988382.6773408633, 13300.591901467997, 94095.99183207401, 1e-05, 1e-05, 0.5612222336796724, 0.009820548147954841, 209535.91672693472]"
pso,pso_3,2,1559610.06327683,"[0.4123547581285442, 0.35999727007782906, 0.24409904101390023, 0.10762911974851236, 0.020651757704449103, 0.006322697189957132, 0.0008316137804413113, 0.0035207996371354184, 0.005833048290331199, 0.006671951523830958, 8.116005274446704e-05, 785884.5282655882, 3.089826275158297e-06, 567706.5335197018, 247389.95985518146, 810511.1873320802, 3.7514472447901615e-06, 2.6128196127810798e-06, 1.8502533129873102, 0.005764867215342399, 781445.7273474815]"
pso,cmaes_2,2,2375324.78340917,"[0.188765851740295, 0.17531745338699742, 0.3626103623611271, 0.04290130369320039, 0.018033373471661913, 0.004026314510910654, 0.008143492286317116, 0.008852137414475983, 0.0023167962551193144, 0.0014489292093150564, 6.410732819771107e-05, 473219.8331675007, 2.8189912595962754e-06, 417282.4942960339, 529732.8596705366, 367299.0720652718, 3.801118860651127e-06, 3.8084693136712245e-06, 1.4314774271254174, 0.005607316283192859, 546876.7530273182]"
dual_annealing,basin_hopping_2,6,921449.31232345,"[0.11397474857542501, 0.20781322902921837, 0.3247731766184015, 0.3071541437541525, 0.0007192073505993172, 0.0001, 0.0001, 0.01, 0.0001, 0.0001, 0.0002269305078678135, 149656.12584611552, 1e-05, 21363.73831204829, 126649.64434269967, 506457.5283788171, 1e-05, 1e-05, 1.0754970278180795, 0.01, 373172.4189476686]"
dual_annealing,dual_annealing_2,1,121938.17562978,"[0.04447417873019394, 0.09987285284044735, 0.2024353218803372, 0.14917431515576274, 0.06433295815013783, 0.009702855509378846, 0.003092913549133535, 0.0031737628187798964, 0.0029304325610600653, 0.0011146974832718344, 5e-05, 439728.6623583778, 8.310270412142893e-06, 631318.4366498991, 274149.9267175081, 340045.23630136816, 1e-05, 1e-05, 0.508357759716283, 0.0037448870923856093, 829250.3384523244]"
cmaes,lshade_1,7,192457.67606222,"[0.49999941007694815, 0.49983207463051815, 0.4995598458584399, 0.15865369905909077, 0.1325798765654748, 0.006999724795993633, 0.0011162917123817779, 0.008862635090455926, 0.009871861683231288, 0.0007279954895293599, 5.000000019419238e-05, 448146.81361979456, 6.932131180627943e-07, 820897.4972249536, 575549.3190020709, 755314.7229847544, 7.944295552995245e-06, 3.1141916402191337e-06, 0.501243729764944, 0.0003223053250995674, 999343.8387622382]"
lshade,dual_annealing_2,8,40010.35928636,"[0.042938215767865016, 0.26166075090750474, 0.34356931904535204, 0.03584499904464376, 0.25253195700935405, 0.005905009079205953, 0.008932441912420154, 0.00259110477759799, 0.003574969125546003, 0.004860030283582114, 0.0019980703012419357, 523579.4742380101, 2.7637830526066124e-06, 376688.7530103405, 956856.8993713924, 256827.19843558196, 6.604160407084479e-06, 4.926336647788285e-06, 0.5940475181163483, 0.00510039890827662, 100.0]"
basin_hopping,basin_hopping_1,4,54238.43774992,"[0.333010713159344, 0.02668597715454196, 0.02668537538906238, 0.019351439468319315, 0.4738570390550508, 0.0001, 0.0020964524826308484, 0.009550031356478928, 0.009425117120640775, 0.009966009423565467, 0.005465909770213362, 7848.2614367292435, 1e-08, 17535.2168564593, 18707.566632413804, 1666.059919917028, 1e-05, 1e-08, 0.665377896671928, 0.0049444148181534, 19277.503641320942]"
dual_annealing,lshade_1,5,42231.23395698,"[0.28240902086085856, 0.08140430165199053, 0.04694452177254121, 0.129970365451196, 0.06852453588106995, 0.00028895048911328026, 0.00010021065730015151, 0.009999926606439493, 0.00010026086987588529, 0.0015772634342764334, 5e-05, 15395.338201144083, 9.955787848702278e-06, 584820.769931152, 731689.6543673561, 180440.1334778316, 1e-05, 8.209065100869777e-06, 0.909977503081176, 0.007526850057592759, 703442.5762722045]"
lshade,basin_hopping_3,10,103795.31035119,"[0.05839430113873245, 0.0005, 0.16199286492186663, 0.1410303567597177, 0.00556934926836028, 0.005982405975596264, 0.006722292018624242, 0.008266094907801266, 0.004200538069012716, 0.008630900866383016, 0.0025163728124588205, 389476.6266052573, 7.791142700831734e-06, 928298.7608040242, 928857.4724272089, 578282.4499961474, 3.224677853066371e-06, 1e-05, 1.2919783143470986, 0.00602093683789609, 307226.3174231323]"
dual_annealing,dual_annealing_2,8,723630.22038969,"[0.03470211123980513, 0.3142303126095768, 0.38250551518944415, 0.036481031301944404, 0.011705510331225582, 0.0001, 0.0065992233978228254, 0.009856917559446217, 0.00937070581472097, 0.0001, 0.005572715999967387, 142753.14930364635, 1e-05, 276069.21846598765, 89303.15109141408, 7142.323452208303, 1e-05, 1e-08, 2.5774616545481033, 0.01, 480981.1983127629]"
cmaes,basin_hopping_2,2,836440.56908434,"[0.499089226650601, 0.49382949160247874, 0.49999303715346693, 0.05355250739069412, 0.012728328829445896, 0.005359702594452753, 0.0003921860141365898, 0.00781222964783297, 0.0004567348429744884, 0.00010000042580427731, 0.0001930651184047601, 818478.264858528, 8.068378815010269e-06, 999443.7410794918, 922226.7795938507, 208467.0318077496, 9.993990252041374e-06, 1.3353944124080403e-06, 1.5646085547238324, 0.0077813528030198295, 994988.8055804806]"
lshade,lshade_3,1,74037.23847077,"[0.30236848493789953, 0.18312185745112808, 0.27206817032424924, 0.1480583972108644, 0.0005, 0.002090987323400479, 0.0044223622501352484, 0.0066276886258646184, 0.007084871386711535, 0.002459844763398173, 0.005941632009307737, 501175.7105625451, 1e-08, 634593.1480573227, 602584.2247943373, 1000000.0, 7.133232425642731e-07, 6.837478542364207e-06, 2.3377262584743863, 0.008023866654632051, 100.0]"
cmaes,pso_1,7,1034483.95409168,"[0.4920692961814216, 0.4968383981409277, 0.48970321291428637, 0.07240047452239089, 0.23897044707165493, 0.0013660718605509518, 0.0068925011998254015, 0.007793816887509663, 0.0035801159536105924, 0.00010000013303484728, 0.0011868203567414767, 726393.6937098406, 1.4876270955153949e-06, 624350.8050354285, 492080.13564135815, 405059.035054012, 9.772882602305894e-06, 2.8663191733057407e-06, 0.6864735978842409, 0.008598319889263574, 922708.9952974622]"
dual_annealing,cmaes_3,7,1027908.57410597,"[0.12650701209900142, 0.06880395943106138, 0.06918385640171755, 0.07089616438326365, 0.005566784084400053, 0.002049789875660067, 0.009963781680106963, 0.009828320374859612, 0.00921278691123883, 0.0001, 0.001428140083056024, 379980.2365031285, 1e-05, 200264.0227618289, 6856.675155791915, 60929.36014369492, 1e-05, 1e-08, 0.7352669745477262, 0.009972380122857267, 382704.2315117667]"
cmaes,dual_annealing_2,2,45804.62129695,"[0.0035682504437605823, 0.4994250925641903, 0.3089010574025136, 0.18403115516037605, 0.19357047659359608, 0.0004394749575195709, 0.00232518865139452, 0.00999938295394321, 0.0023750115036948764, 0.00010032150044543438, 0.009527760860649782, 461448.34050165326, 7.703236177813928e-06, 533005.5997284278, 972632.0255394353, 12172.163565058225, 9.949795785592424e-06, 5.5171580852084885e-06, 0.688809066183057, 0.00998791943270261, 188916.39148235766]"
lshade,lshade_3,7,60927.02462867,"[0.19697182191251209, 0.12936653277401705, 0.05227220642980939, 0.1903239844041015, 0.0005, 0.007936836384970633, 0.003140932019473798, 0.008308548325665101, 0.004397630880000989, 0.00598474854827034, 0.0021087449727622393, 699097.9795245654, 5.491388963074638e-06, 511752.87035306095, 816511.8859973074, 807381.671839538, 4.740987550020182e-06, 2.325970772239987e-06, 2.0637595605268917, 0.001449002337938761, 100.0]"
lshade,lshade_3,4,60200.3877674,"[0.05066499420760384, 0.11944188354520184, 0.0005, 0.03994884812927425, 0.3559717888151763, 0.007216180820030309, 0.005560509157051703, 0.005032808728789823, 0.01, 0.006385270332722973, 0.00912340176944429, 458974.68846551655, 9.65872385933655e-06, 507504.6437599505, 521191.8071256994, 298387.6026355739, 6.713286862152861e-06, 3.3034957322242227e-06, 0.5, 0.005578282045001191, 294017.55620506505]"
pso,dual_annealing_2,2,2131353.34179412,"[0.3293951990006292, 0.434528491257445, 0.09547669561541049, 0.4375912504339649, 0.053046422024800144, 0.008260386912644021, 0.006155321234138487, 0.002362273983325819, 0.004565880894649497, 0.009746974959810428, 7.137955705421574e-05, 680946.2042153124, 4.979533207506808e-06, 504903.1369842383, 759769.6762645802, 181992.33829839632, 3.5145908678991037e-06, 3.8069057197361953e-06, 0.917193404437306, 0.00521009207165265, 717668.1201519482]"
pso,basin_hopping_1,6,1460155.64003277,"[0.2547539441422489, 0.06523893864746261, 0.2907836628114736, 0.12333092518769079, 0.0007306970449102446, 0.005018459963353283, 0.004944116041884145, 0.0023128908643420235, 0.0044937187390491585, 0.005909834520141719, 6.906269770775263e-05, 320263.62727621396, 6.383493136764913e-06, 154341.53423368844, 424575.9677152823, 406755.0027156228, 3.7858615079026253e-06, 1.6532820773176357e-06, 2.7053333111401097, 0.0010700578774471288, 244933.7825194674]"
pso,cmaes_2,8,902366.91843816,"[0.007838752664237891, 0.033228536294434396, 0.043496933198986454, 0.008136296784477914, 0.07704345917389277, 0.0017110273639298137, 0.004396741189337391, 0.006616976506213176, 0.009388920964364769, 0.009626033694696638, 0.006026069509801708, 230184.03732059852, 3.7656241553289042e-06, 223890.27900664188, 552983.8511673779, 310077.21900586423, 6.775950792457816e-06, 9.775091721183556e-06, 1.7761210680346338, 0.007868791396896042, 136905.5747058103]"
dual_annealing,dual_annealing_2,4,61433.19655637,"[0.007251959828532544, 0.43153534238090413, 0.21005658409864167, 0.14377298367123217, 0.11389714147286278, 0.00014185845165944012, 0.005517841609100441, 0.008524784409563665, 0.008026526716617924, 0.008288758291960477, 5e-05, 115308.36352390803, 3.1192971385936163e-06, 98266.21158554085, 970436.2058352721, 192945.68508385867, 1e-05, 1e-08, 1.215530895389438, 0.004887620691277861, 906239.0858744631]"
dual_annealing,dual_annealing_3,5,1664509.91843792,"[0.06203106767651925, 0.33225704601794465, 0.1769994550634943, 0.4608539050072853, 0.4492792040222036, 0.004262440740702343, 0.005837559259297657, 0.0058165368313143105, 0.005837559259297657, 0.0001, 0.0010923974700880455, 58977.49071910756, 1e-05, 893469.0411718189, 992717.2070127376, 127541.29346051379, 8.861162786596064e-06, 3.2075748147717697e-06, 0.5, 0.005837559259297657, 839740.2248063446]"
lshade,basin_hopping_2,2,85071.53576111,"[0.24442807216182083, 0.16118055665354752, 0.32080085299130917, 0.08902318050079108, 0.0005, 0.004260592454228289, 0.006033578634533939, 0.01, 0.005139541603100374, 0.0019017754778198515, 0.0021207694571839407, 677034.7648224898, 5.052398485046348e-06, 232606.285054308, 93698.09313744976, 279862.25809437176, 1e-05, 5.038753567202245e-06, 1.8911467576133953, 0.0034286441119105657, 100.0]"
lshade,pso_1,3,45948.54112413,"[0.25806824802150313, 0.10676107163006446, 0.5, 0.0005, 0.5, 0.008616721829173281, 0.007614875901613544, 0.006166411101157553, 0.0043255564037614725, 0.01, 5e-05, 938388.3776610068, 7.728871498931304e-06, 646602.1530677249, 549159.899204277, 499576.29452135565, 8.763596678815812e-06, 2.9394017676079193e-06, 2.7713310520631604, 0.00489682021894798, 485287.613202033]"
pso,cmaes_2,9,1426288.55277952,"[0.07802097708406924, 0.19055133012013564, 0.47737309053325955, 0.03398550022821201, 0.126725779145398, 0.004772031797159693, 0.0027621648980782486, 0.00792129593519799, 0.005535610970988638, 0.004377394052986886, 6.997263662017488e-05, 644677.7618474576, 1.8437880134155328e-06, 614227.8387253012, 626113.3874420717, 31811.857357329107, 2.45000120837104e-06, 1.7196969370628018e-07, 1.6957950895138105, 0.003109433339455539, 596020.3718214586]"
lshade,cmaes_3,4,114274.66730754,"[0.17084068396145824, 0.05759007745476784, 0.11273154154846272, 0.10455179025057505, 0.15173311523830418, 0.004692069073066815, 0.006862076545436645, 0.0038270341750997303, 0.004593454109183737, 0.004349653606393662, 0.0027701851639259168, 39351.40091106342, 5.196035946516714e-06, 816369.7973213377, 506366.01473006024, 852395.726439639, 2.741001768684067e-06, 7.99130299706064e-06, 0.5, 0.00263141652052079, 100.0]"
cmaes,dual_annealing_3,10,33704.38314972,"[0.0005000993150759492, 0.2917838799157977, 0.12837236784739425, 0.42045203574228557, 0.4046402284980707, 0.009729832186966617, 0.00013912107936087112, 0.0003812033519251225, 0.009992850760498518, 0.0002686879465873404, 0.00875430478614794, 407308.1268112752, 4.753657507240176e-07, 229603.7441653634, 100.03564232673934, 2632.356773432353, 9.286616859971297e-06, 8.875512538028216e-06, 0.9511784373843323, 0.006615786817770083, 928507.9693069928]"
pso,basin_hopping_3,9,1597604.01966918,"[0.07802097708406924, 0.19055133012013564, 0.47737309053325955, 0.03398550022821201, 0.126725779145398, 0.004772031797159693, 0.0027621648980782486, 0.00792129593519799, 0.005535610970988638, 0.004377394052986886, 6.997263662017488e-05, 644677.7618474576, 1.8437880134155328e-06, 614227.8387253012, 626113.3874420717, 31811.857357329107, 2.45000120837104e-06, 1.7196969370628018e-07, 1.6957950895138105, 0.003109433339455539, 596020.3718214586]"
lshade,pso_3,9,51551.62867935,"[0.46751048024343, 0.3763707304895015, 0.3741014140762253, 0.341124848655686, 0.2657701636500613, 0.004867015674832815, 0.0001, 0.004757869178575499, 0.0013696370473023538, 0.01, 5e-05, 554804.6036536049, 4.249097375872168e-06, 795421.2781764128, 1000000.0, 139629.8636371611, 7.78564473382392e-06, 7.670930788748261e-06, 0.8708155073209496, 0.003992301622671574, 574755.9298893358]"
lshade,basin_hopping_3,7,85786.77716312,"[0.1037538047685425, 0.12330573827752893, 0.43283983365823103, 0.0005, 0.20919617060010515, 0.006819598275787077, 0.005232567578483983, 0.01, 0.0038782753379390756, 0.01, 0.0039304247268973245, 204345.06990507644, 6.438426012060343e-06, 626898.6324473044, 100.0, 753526.0141096892, 7.72143171848656e-06, 6.360514828725679e-06, 2.4540769657550014, 0.0019585782623950544, 100.0]"
lshade,basin_hopping_2,1,77365.0098962,"[0.3410613823021303, 0.36811561743277144, 0.3533895503845307, 0.025597643105047148, 0.36613521181812136, 0.008448476854422503, 0.005995597702839524, 0.007887112780967322, 0.005454953030664627, 0.004561329721694211, 0.008906274073493635, 51806.84668952024, 2.648362286087383e-06, 14714.53613197559, 100.0, 88121.94984763039, 2.040878431658045e-07, 2.8777264733662293e-06, 0.5280386440570244, 0.003619248229652736, 100.0]"
pso,basin_hopping_2,2,2800672.32195685,"[0.3504535389909745, 0.34992338791465577, 0.3177287592221643, 0.2707799151596086, 0.1792681624742667, 0.002895881357289843, 0.0011888435153883953, 0.002842224861099214, 0.005234464718266153, 0.007070418675667154, 8.848564565536697e-05, 359677.4210828091, 7.128981518770731e-06, 473648.1249415708, 405479.21962419763, 627935.672718917, 3.1380236947582877e-06, 2.5301319126235326e-06, 0.8822386034569778, 0.0034863492372191177, 494158.60152963875]"
lshade,lshade_1,7,41801.48798365,"[0.5, 0.0005, 0.043360073277002004, 0.19668549037964828, 0.0005, 0.004597752179650631, 0.0007707724513630357, 0.009486604470975806, 0.008553390919981602, 0.0029106954479894, 0.002227927059565228, 513847.6505022587, 7.0973106363852465e-06, 529715.41542432, 150372.66659889743, 202885.82704656382, 6.725594278390545e-06, 4.340865169373447e-06, 1.720785150237619, 0.007953366813862469, 465743.01735708845]"
dual_annealing,basin_hopping_1,1,90013.84424288,"[0.007519791662587593, 0.3597662717990018, 0.4202813368540301, 0.09001902762942794, 0.05284846542477369, 0.0009898349910049758, 0.006301439005190765, 0.01, 0.00604141179455151, 0.002405043014459338, 5e-05, 898586.5793362038, 8.75776562759054e-06, 833417.3135781627, 274425.4882085138, 117584.96047331512, 1e-05, 8.77623589070134e-06, 0.7413989756906953, 0.009681168573570705, 821967.0795041765]"
basin_hopping,lshade_2,8,49473.09693826,"[0.043965033451485516, 0.45598223650350656, 0.45598000904136965, 0.04474559625762264, 0.044743198372584544, 0.005862607882545018, 0.0020908463950535224, 0.0016965567354613534, 0.002156322047542712, 0.004627365612815833, 0.004620976189298461, 999964.1891440823, 1e-08, 396.0249172649899, 167.00065445065994, 999924.52743499, 1e-08, 9.388754469930943e-06, 0.8965549870444425, 0.001913185836409909, 230.16053541353028]"
cmaes,basin_hopping_2,9,50111.8082119,"[0.026145549837108466, 0.06009908509988585, 0.49526188503110524, 0.3784432437555588, 0.009970983852866013, 0.00014103781147783274, 0.0003914826568344134, 0.009889425790073195, 0.0001222626051802521, 0.002149107996325203, 8.835796147377818e-05, 74168.66132481094, 5.607952343375863e-06, 515106.2110449869, 402436.1930943271, 8124.147354886846, 9.930302294279145e-06, 9.776727263198236e-06, 1.1219975746062647, 0.007469656369646889, 486377.4501328497]"
lshade,cmaes_3,3,124145.21630061,"[0.04820031934574042, 0.13366451571080362, 0.5, 0.05752485911676167, 0.12309860200255715, 0.009250884193290792, 0.005383363841179754, 0.0049235138766438764, 0.0030771433853166046, 0.005977925667066413, 0.0024213654117570494, 945703.2148982715, 8.104332198367702e-06, 431623.4868945229, 745376.6907183576, 567890.1919735047, 2.612453737668658e-08, 8.844024504324683e-06, 0.5376047549091987, 0.00341689086704597, 100.0]"
pso,lshade_1,1,2575595.10809012,"[0.018194983787724495, 0.048995219255065836, 0.3269803095816077, 0.008447642181451831, 0.3653534439994374, 0.005662624974759015, 0.003010420133773023, 0.0029067182416991823, 0.004479711987348971, 0.0001012329189524902, 0.009782212399067954, 380767.7247213178, 4.985999310500756e-06, 529725.2512685377, 510579.4491960651, 753447.3975010319, 8.104373113920503e-06, 6.338753254869868e-06, 1.1772246704262235, 0.0055112296112655975, 560111.3761032303]"
basin_hopping,lshade_2,6,46766.48103104,"[0.17042820441039305, 0.0005000762199722334, 0.47257735601617795, 0.027861627298070724, 0.027861120723795044, 0.002604901140586345, 0.004393773529302679, 0.009925489744016268, 0.004319776849121521, 0.00497275028089355, 0.004966294065496134, 149893.73640363442, 1e-08, 21330.856199985607, 173079.9016142376, 214868.51775086863, 1e-08, 1e-05, 1.3796700034698208, 0.00998781313845392, 372594.09060203057]"
dual_annealing,dual_annealing_1,3,88790.90922405,"[0.06787424962075167, 0.05488740024057244, 0.39986379887965795, 0.11281304583062478, 0.053358959541225846, 0.0001, 0.00010000010030042967, 0.009978783890533879, 0.00010000004164449793, 0.0001, 0.0013832108517644152, 52657.394913771655, 1.751758224119008e-06, 998140.512280647, 693703.8201273452, 141509.46388909034, 1e-05, 9.999946883141414e-06, 0.923088073954749, 0.009965841996177002, 392176.017289361]"
dual_annealing,cmaes_3,1,229221.54669807,"[0.05271135608427236, 0.03220601763217608, 0.0885393655112862, 0.46331533246504175, 0.0005, 0.00272489426105505, 0.0023430850035348373, 0.009993231474022863, 0.0020567594174716337, 0.008445910259633978, 5e-05, 212723.43308651776, 1e-05, 400139.53836752684, 296346.4608763327, 221264.72185704546, 1e-05, 1e-05, 2.029737925659093, 0.01, 832627.2728029041]"
